R4-XXXXX|d:\6\恋爱小程序\apps\client\src\composables\usePageAccess.ts|79|T|P3|生产代码直接输出 console.warn（诊断日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4
R4-XXXXX|d:\6\恋爱小程序\apps\client\src\config\env.ts|152|T|P2|生产代码直接输出 console.error（错误日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4
R4-XXXXX|d:\6\恋爱小程序\apps\client\src\config\env.ts|168|T|P3|生产代码直接输出 console.warn（诊断日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4
R4-XXXXX|d:\6\恋爱小程序\apps\client\src\config\env.ts|222|T|P3|生产代码直接输出 console.warn（诊断日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4
R4-XXXXX|d:\6\恋爱小程序\apps\client\src\config\showcase.ts|77|T|P3|生产代码直接输出 console.warn（诊断日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4
R4-XXXXX|d:\6\恋爱小程序\apps\client\src\config\schools.ts|133|T|P3|生产代码直接输出 console.warn（诊断日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4
R4-XXXXX|d:\6\恋爱小程序\apps\client\src\config\profile-tags.ts|155|T|P3|生产代码直接输出 console.warn（诊断日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4
R4-XXXXX|d:\6\恋爱小程序\apps\client\src\config\popular-topics.ts|75|T|P3|生产代码直接输出 console.warn（诊断日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4
R4-XXXXX|d:\6\恋爱小程序\apps\client\src\utils\privacy.ts|169|T|P3|生产代码直接输出 console.warn（诊断日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4
R4-XXXXX|d:\6\恋爱小程序\apps\client\src\utils\privacy.ts|179|T|P3|生产代码直接输出 console.warn（诊断日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4
R4-XXXXX|d:\6\恋爱小程序\apps\client\src\utils\global-error.ts|21|T|P2|生产代码直接输出 console.error（错误日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4
R4-XXXXX|d:\6\恋爱小程序\apps\client\src\utils\global-error.ts|23|T|P2|生产代码直接输出 console.error（错误日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4
R4-XXXXX|d:\6\恋爱小程序\apps\client\src\components\discover\CardDetailOverlay.vue|142|T|P2|生产代码直接输出 console.error（错误日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4
R4-XXXXX|d:\6\恋爱小程序\apps\client\src\components\discover\LongPressMenu.vue|86|T|P3|生产代码直接输出 console.warn（诊断日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4
R4-XXXXX|d:\6\恋爱小程序\apps\client\src\components\discover\CardSwiper.vue|590|T|P3|生产代码直接输出 console.warn（诊断日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4
R4-XXXXX|d:\6\恋爱小程序\apps\client\src\components\discover\CardSwiper.vue|639|T|P3|生产代码直接输出 console.warn（诊断日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4
R4-XXXXX|d:\6\恋爱小程序\apps\client\src\components\discover\CardSwiper.vue|671|T|P3|生产代码直接输出 console.warn（诊断日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4
R4-XXXXX|d:\6\恋爱小程序\apps\client\src\components\discover\CardSwiper.vue|801|T|P3|生产代码直接输出 console.warn（诊断日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4
R4-XXXXX|d:\6\恋爱小程序\apps\client\src\components\discover\CardSwiper.vue|848|T|P3|生产代码直接输出 console.warn（诊断日志），无环境开关/分级|小程序生产包保留调试日志，泄露内部流程信息且无日志分级/开关|收敛为统一 logger（环境开关/级别过滤），错误路径转用户可见反馈|open|batch-4
