R4-XXXXX|d:\6\恋爱小程序\apps\admin\src\views\Dashboard.vue|339|D|P3|<style>硬编码色值 #fff 未走 design token（color: #fff;）|主题/品牌色调整需逐文件改，暗色模式不能适配|改用 var(--c-text-*) （如 --c-text-primary/--c-text-secondary）|open|batch-4
R4-XXXXX|d:\6\恋爱小程序\apps\admin\src\views\Layout.vue|736|D|P3|<style>硬编码色值 rgba(255, 255, 255, 0.35) 未走 design token（background: rgba(255, 255, 255, 0.35);）|主题/品牌色调整需逐文件改，暗色模式不能适配|改用 var(--c-bg-*) （如 --c-bg-container/--c-bg-surface）|open|batch-4
R4-XXXXX|d:\6\恋爱小程序\apps\admin\src\views\config\OfficialAccounts.vue|198|D|P3|<style>硬编码色值 #64748b 未走 design token（color: #64748b;）|主题/品牌色调整需逐文件改，暗色模式不能适配|改用 var(--c-text-*) （如 --c-text-primary/--c-text-secondary）|open|batch-4
R4-XXXXX|d:\6\恋爱小程序\apps\admin\src\views\config\OfficialAccounts.vue|207|D|P3|<style>硬编码色值 #64748b 未走 design token（color: #64748b;）|主题/品牌色调整需逐文件改，暗色模式不能适配|改用 var(--c-text-*) （如 --c-text-primary/--c-text-secondary）|open|batch-4
R4-XXXXX|d:\6\恋爱小程序\apps\admin\src\views\config\OfficialAccounts.vue|208|D|P3|<style>硬编码色值 #f8fafc 未走 design token（background: #f8fafc;）|主题/品牌色调整需逐文件改，暗色模式不能适配|改用 var(--c-bg-*) （如 --c-bg-container/--c-bg-surface）|open|batch-4
R4-XXXXX|d:\6\恋爱小程序\apps\admin\src\views\config\OfficialAccounts.vue|210|D|P3|<style>硬编码色值 #e2e8f0 未走 design token（border: 1px dashed #e2e8f0;）|主题/品牌色调整需逐文件改，暗色模式不能适配|改用 var(--c-border-*) （如 --c-border-default）|open|batch-4
R4-XXXXX|d:\6\恋爱小程序\apps\admin\src\views\config\OfficialAccounts.vue|229|D|P3|<style>硬编码色值 #e2e8f0 未走 design token（border: 1px solid #e2e8f0;）|主题/品牌色调整需逐文件改，暗色模式不能适配|改用 var(--c-border-*) （如 --c-border-default）|open|batch-4
R4-XXXXX|d:\6\恋爱小程序\apps\admin\src\views\config\OfficialAccounts.vue|231|D|P3|<style>硬编码色值 #fff 未走 design token（background: #fff;）|主题/品牌色调整需逐文件改，暗色模式不能适配|改用 var(--c-bg-*) （如 --c-bg-container/--c-bg-surface）|open|batch-4
R4-XXXXX|d:\6\恋爱小程序\apps\admin\src\views\config\OfficialAccounts.vue|237|D|P3|<style>硬编码色值 #3fcf8e 未走 design token（border-color: #3fcf8e;）|主题/品牌色调整需逐文件改，暗色模式不能适配|改用 var(--c-border-*) （如 --c-border-default）|open|batch-4
R4-XXXXX|d:\6\恋爱小程序\apps\admin\src\views\config\OfficialAccounts.vue|238|D|P3|<style>硬编码色值 #f0fdf9 未走 design token（background: #f0fdf9;）|主题/品牌色调整需逐文件改，暗色模式不能适配|改用 var(--c-bg-*) （如 --c-bg-container/--c-bg-surface）|open|batch-4
R4-XXXXX|d:\6\恋爱小程序\apps\admin\src\views\config\OfficialAccounts.vue|248|D|P3|<style>硬编码色值 #94a3b8 未走 design token（color: #94a3b8;）|主题/品牌色调整需逐文件改，暗色模式不能适配|改用 var(--c-text-*) （如 --c-text-primary/--c-text-secondary）|open|batch-4
R4-XXXXX|d:\6\恋爱小程序\apps\admin\src\views\config\OfficialAccounts.vue|252|D|P3|<style>硬编码色值 #fff 未走 design token（background: #fff;）|主题/品牌色调整需逐文件改，暗色模式不能适配|改用 var(--c-bg-*) （如 --c-bg-container/--c-bg-surface）|open|batch-4
R4-XXXXX|d:\6\恋爱小程序\apps\admin\src\views\config\OfficialAccounts.vue|253|D|P3|<style>硬编码色值 #e2e8f0 未走 design token（border: 1px solid #e2e8f0;）|主题/品牌色调整需逐文件改，暗色模式不能适配|改用 var(--c-border-*) （如 --c-border-default）|open|batch-4
R4-XXXXX|d:\6\恋爱小程序\apps\admin\src\views\config\OfficialAccounts.vue|263|D|P3|<style>硬编码色值 #eef2f7 未走 design token（border-bottom: 1px solid #eef2f7;）|主题/品牌色调整需逐文件改，暗色模式不能适配|改用 var(--c-border-*) （如 --c-border-default）|open|batch-4
R4-XXXXX|d:\6\恋爱小程序\apps\admin\src\views\config\OfficialAccounts.vue|272|D|P3|<style>硬编码色值 #94a3b8 未走 design token（color: #94a3b8;）|主题/品牌色调整需逐文件改，暗色模式不能适配|改用 var(--c-text-*) （如 --c-text-primary/--c-text-secondary）|open|batch-4
R4-XXXXX|d:\6\恋爱小程序\apps\admin\src\views\config\OfficialAccounts.vue|285|D|P3|<style>硬编码色值 #f1f5f9 未走 design token（border-bottom: 1px solid #f1f5f9;）|主题/品牌色调整需逐文件改，暗色模式不能适配|改用 var(--c-border-*) （如 --c-border-default）|open|batch-4
R4-XXXXX|d:\6\恋爱小程序\apps\admin\src\views\config\OfficialAccounts.vue|290|D|P3|<style>硬编码色值 #f8fafc 未走 design token（background: #f8fafc;）|主题/品牌色调整需逐文件改，暗色模式不能适配|改用 var(--c-bg-*) （如 --c-bg-container/--c-bg-surface）|open|batch-4
R4-XXXXX|d:\6\恋爱小程序\apps\admin\src\views\config\OfficialAccounts.vue|291|D|P3|<style>硬编码色值 #64748b 未走 design token（color: #64748b;）|主题/品牌色调整需逐文件改，暗色模式不能适配|改用 var(--c-text-*) （如 --c-text-primary/--c-text-secondary）|open|batch-4
R4-XXXXX|d:\6\恋爱小程序\apps\admin\src\views\config\OfficialAccounts.vue|305|D|P3|<style>硬编码色值 #e8f8f0 未走 design token（background: #e8f8f0;）|主题/品牌色调整需逐文件改，暗色模式不能适配|改用 var(--c-bg-*) （如 --c-bg-container/--c-bg-surface）|open|batch-4
R4-XXXXX|d:\6\恋爱小程序\apps\admin\src\views\config\OfficialAccounts.vue|306|D|P3|<style>硬编码色值 #25a86c 未走 design token（color: #25a86c;）|主题/品牌色调整需逐文件改，暗色模式不能适配|改用 var(--c-text-*) （如 --c-text-primary/--c-text-secondary）|open|batch-4
R4-XXXXX|d:\6\恋爱小程序\apps\admin\src\views\config\OfficialAccounts.vue|310|D|P3|<style>硬编码色值 #fdf2f8 未走 design token（background: #fdf2f8;）|主题/品牌色调整需逐文件改，暗色模式不能适配|改用 var(--c-bg-*) （如 --c-bg-container/--c-bg-surface）|open|batch-4
R4-XXXXX|d:\6\恋爱小程序\apps\admin\src\views\config\OfficialAccounts.vue|311|D|P3|<style>硬编码色值 #db2777 未走 design token（color: #db2777;）|主题/品牌色调整需逐文件改，暗色模式不能适配|改用 var(--c-text-*) （如 --c-text-primary/--c-text-secondary）|open|batch-4
R4-XXXXX|d:\6\恋爱小程序\apps\admin\src\views\config\OfficialAccounts.vue|323|D|P3|<style>硬编码色值 #fff7ed 未走 design token（background: #fff7ed;）|主题/品牌色调整需逐文件改，暗色模式不能适配|改用 var(--c-bg-*) （如 --c-bg-container/--c-bg-surface）|open|batch-4
R4-XXXXX|d:\6\恋爱小程序\apps\admin\src\views\config\OfficialAccounts.vue|324|D|P3|<style>硬编码色值 #ea580c 未走 design token（color: #ea580c;）|主题/品牌色调整需逐文件改，暗色模式不能适配|改用 var(--c-text-*) （如 --c-text-primary/--c-text-secondary）|open|batch-4
R4-XXXXX|d:\6\恋爱小程序\apps\admin\src\views\config\OfficialAccounts.vue|329|D|P3|<style>硬编码色值 #3fcf8e 未走 design token（color: #3fcf8e;）|主题/品牌色调整需逐文件改，暗色模式不能适配|改用 var(--c-text-*) （如 --c-text-primary/--c-text-secondary）|open|batch-4
R4-XXXXX|d:\6\恋爱小程序\apps\admin\src\views\config\OfficialAccounts.vue|335|D|P3|<style>硬编码色值 #94a3b8 未走 design token（color: #94a3b8;）|主题/品牌色调整需逐文件改，暗色模式不能适配|改用 var(--c-text-*) （如 --c-text-primary/--c-text-secondary）|open|batch-4
R4-XXXXX|d:\6\恋爱小程序\apps\client\src\components\common\AvatarFrame.vue|100|D|P3|<style>硬编码色值 rgba(0, 0, 0, 0.18) 未走 design token（box-shadow: 0 2rpx 10rpx rgba(0, 0, 0, 0.18);）|主题/品牌色调整需逐文件改，暗色模式不能适配|改用 var(--s-*) |open|batch-4
R4-XXXXX|d:\6\恋爱小程序\apps\client\src\components\common\LockScreen.vue|138|D|P3|<style>硬编码色值 rgba(63, 207, 142, 0.18) 未走 design token（radial-gradient(ellipse at 20% 20%, rgba(63, 207, 142, ）|主题/品牌色调整需逐文件改，暗色模式不能适配|改用 design token |open|batch-4
R4-XXXXX|d:\6\恋爱小程序\apps\client\src\components\common\LockScreen.vue|139|D|P3|<style>硬编码色值 rgba(249, 168, 196, 0.2) 未走 design token（radial-gradient(ellipse at 80% 30%, rgba(249, 168, 196,）|主题/品牌色调整需逐文件改，暗色模式不能适配|改用 design token |open|batch-4
R4-XXXXX|d:\6\恋爱小程序\apps\client\src\components\common\LockScreen.vue|140|D|P3|<style>硬编码色值 rgba(124, 217, 166, 0.15) 未走 design token（radial-gradient(ellipse at 50% 80%, rgba(124, 217, 166,）|主题/品牌色调整需逐文件改，暗色模式不能适配|改用 design token |open|batch-4
R4-XXXXX|d:\6\恋爱小程序\apps\client\src\components\common\LockScreen.vue|141|D|P3|<style>硬编码色值 rgba(244, 114, 182, 0.12) 未走 design token（radial-gradient(ellipse at 15% 70%, rgba(244, 114, 182,）|主题/品牌色调整需逐文件改，暗色模式不能适配|改用 design token |open|batch-4
R4-XXXXX|d:\6\恋爱小程序\apps\client\src\components\common\SafeImage.vue|201|D|P3|<style>硬编码色值 rgba(0, 0, 0, 0.06) 未走 design token（rgba(0, 0, 0, 0.06) 25%,）|主题/品牌色调整需逐文件改，暗色模式不能适配|改用 design token |open|batch-4
